Orchestration architecture,Orchestration algorithm,Edge devices count,Total tasks execution delay (s),Average execution delay (s),Total tasks waiting time (s),Average waiting time (s),Number of generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average CPU usage (%),Average CPU usage (Cloud) (%),Average CPU usage (Edge) (%),Average CPU usage (Mist) (%),Energy consumption of computing nodes (Wh),Average energy consumption (Wh/Computing node),Cloud energy consumption (Wh),Average Cloud energy consumption (Wh/Data center),Edge energy consumption (Wh),Average Edge energy consumption (Wh/Data center),Mist energy consumption (Wh),Average Mist energy consumption (Wh/Device),WAN energy consumption (Wh), MAN energy consumption (Wh), LAN energy consumption (Wh),WiFi energy consumption (Wh), LTE energy consumption (Wh), Ethernet energy consumption (Wh),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
EDGE_AND_CLOUD,TRADE_OFF,500,8050,0.1586,96.0125,0.0019,50750,36750,0,14000,0,0,0,27520,18720,23230,18030,0,0,2448.3199999987432,263.6480000000331,2448.3199999987432,63559.99999999199,0.0,0.0,588.039408866995,0.2047,3.5484,14.7177,0,227.8089,0.4511,35.2978,35.2978,73.9583,18.4896,118.5528,0.2371,25.388,0,6416.7726,25.388,6416.7726,0,0,33.4909,99.1408,-1.0,[99.00411081481481- 99.00411081481481- 99.00411081481481- 99.05823431111114- 98.72637037037038- 98.72637037037038- 99.05823431111114- 99.00411081481481- 99.05823431111114- 98.72637037037038- 99.00411081481481- 99.05823431111114- 99.00411081481481- 98.72637037037038- 99.00411081481481- 99.00411081481481- 99.00411081481481- 98.72637037037038- 99.05823431111114- 99.00411081481481- 98.72637037037038- 98.72637037037038- 98.72637037037038- 98.72637037037038- 99.00411081481481- 99.00411081481481- 98.72637037037038- 99.05823431111114- 98.72637037037038- 99.00411081481481- 98.72637037037038- 99.00411081481481- 98.72637037037038- 99.00411081481481- 98.72637037037038- 99.00411081481481- 99.00411081481481- 98.72637037037038- 99.00411081481481- 99.00411081481481- 99.00411081481481- 99.00411081481481- 98.72637037037038- 99.05823431111114- 99.00411081481481- 98.72637037037038- 98.72637037037038- 99.05823431111114- 98.72637037037038- 99.05823431111114- 99.00411081481481- 99.00411081481481- 98.72637037037038- 99.00411081481481- 99.00411081481481- 99.00411081481481- 98.72637037037038- 98.72637037037038- 99.00411081481481- 99.05823431111114- 99.00411081481481- 98.72637037037038- 99.00411081481481- 99.05823431111114- 98.72637037037038- 99.05823431111114- 99.00411081481481- 98.72637037037038- 98.72637037037038- 98.72637037037038- 99.00411081481481- 99.00411081481481- 98.72637037037038- 98.72637037037038- 99.00411081481481- 98.72637037037038- 98.72637037037038- 99.00411081481481- 99.00411081481481- 98.72637037037038- 98.72637037037038- 98.72637037037038- 99.00411081481481- 99.00411081481481- 99.05823431111114- 99.05823431111114- 99.00411081481481- 98.72637037037038- 99.00411081481481- 99.05823431111114- 98.72637037037038- 99.00411081481481- 98.72637037037038- 98.72637037037038- 99.00411081481481- 99.00411081481481- 98.72637037037038- 99.05823431111114- 98.72637037037038- 99.00411081481481- 99.05823431111114- 98.72637037037038- 99.00411081481481- 99.05823431111114- 98.72637037037038- 98.72637037037038- 99.05823431111114- 99.00411081481481- 99.00411081481481- 99.00411081481481- 99.00411081481481- 99.00411081481481- 98.72637037037038- 98.72637037037038- 99.05823431111114- 98.72637037037038- 99.00411081481481- 98.72637037037038- 99.00411081481481- 98.72637037037038- 99.05823431111114- 99.00411081481481- 98.72637037037038- 99.05823431111114- 99.00411081481481- 99.00411081481481- 99.00411081481481- 99.05823431111114- 99.00411081481481- 99.00411081481481- 99.05823431111114- 99.00411081481481- 98.72637037037038- 99.00411081481481- 99.00411081481481- 98.72637037037038- 99.00411081481481- 99.00411081481481- 99.00411081481481- 99.00411081481481- 99.00411081481481- 99.00411081481481- 99.05823431111114- 99.05823431111114- 98.72637037037038- 99.00411081481481- 99.00411081481481- 98.72637037037038- 99.00411081481481- 99.00411081481481- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955- 99.47904310003955],[]
